FID,SHAPE,NAME,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.538385,POINT (16.336895736319715 48.22356647030724),Trinkbrunnen mit Tränke,538385,
TRINKBRUNNENOGD.538386,POINT (16.41248532771108 48.24846362068968),Trinkbrunnen mit Tränke,538386,
TRINKBRUNNENOGD.538387,POINT (16.455924975680762 48.27674494307222),Trinkbrunnen mit Tränke,538387,
TRINKBRUNNENOGD.538388,POINT (16.457214539549124 48.214733242595386),Trinkbrunnen,538388,
TRINKBRUNNENOGD.538389,POINT (16.52226696074584 48.213334329300956),Trinkbrunnen,538389,
TRINKBRUNNENOGD.538390,POINT (16.347094379976955 48.200233743031205),Trinkbrunnen,538390,
TRINKBRUNNENOGD.538391,POINT (16.31292660379276 48.18781222574173),Zierbrunnen,538391,
TRINKBRUNNENOGD.538393,POINT (16.4977198449172 48.22606924055676),Spielbrunnen,538393,
TRINKBRUNNENOGD.538394,POINT (16.500396532962075 48.22702528839247),Trinkbrunnen,538394,
TRINKBRUNNENOGD.538395,POINT (16.50471860889547 48.22701653637851),Trinkbrunnen,538395,
TRINKBRUNNENOGD.538396,POINT (16.5062528957152 48.22631218092203),Trinkbrunnen,538396,
TRINKBRUNNENOGD.538397,POINT (16.508958439801642 48.22563226360525),Trinkbrunnen,538397,
TRINKBRUNNENOGD.538398,POINT (16.499082934258652 48.22269082044681),Trinkbrunnen mit Tränke,538398,
TRINKBRUNNENOGD.538399,POINT (16.502153012734386 48.223403380452595),Trinkbrunnen,538399,
TRINKBRUNNENOGD.538400,POINT (16.501694467555968 48.22314017376687),Spielbrunnen,538400,
TRINKBRUNNENOGD.538401,POINT (16.500681349789335 48.22392819374247),Trinkbrunnen,538401,
TRINKBRUNNENOGD.538402,POINT (16.279035355763977 48.20636480793836),Trinkbrunnen mit Tränke,538402,
TRINKBRUNNENOGD.538403,POINT (16.394539192732385 48.24962998136548),Trinkbrunnen mit Tränke,538403,
TRINKBRUNNENOGD.538405,POINT (16.353738460140438 48.19768019004577),Zierbrunnen,538405,
TRINKBRUNNENOGD.538406,POINT (16.445053741215048 48.27170611837406),Spielbrunnen,538406,
TRINKBRUNNENOGD.538407,POINT (16.332222850892524 48.19019827966019),Trinkbrunnen mit Tränke,538407,
TRINKBRUNNENOGD.538408,POINT (16.33939084714854 48.18953086058979),Trinkbrunnen,538408,
TRINKBRUNNENOGD.538409,POINT (16.339180851494866 48.18958399386295),Spielbrunnen,538409,
TRINKBRUNNENOGD.538410,POINT (16.3730119135752 48.199577321465206),Trinkbrunnen mit Tränke,538410,
TRINKBRUNNENOGD.538411,POINT (16.269123248111644 48.1613052034682),Trinkbrunnen mit Tränke,538411,
TRINKBRUNNENOGD.538412,POINT (16.378331600065057 48.170787733805255),Trinkbrunnen,538412,
TRINKBRUNNENOGD.538413,POINT (16.38466724717406 48.167077408309616),Trinkbrunnen,538413,
TRINKBRUNNENOGD.538414,POINT (16.348667276514202 48.19477204424717),Trinkbrunnen mit Tränke,538414,
TRINKBRUNNENOGD.538415,POINT (16.348775482604218 48.19466073070258),Trinkbrunnen mit Tränke,538415,
TRINKBRUNNENOGD.538416,POINT (16.39877212189371 48.19114466269688),Trinkbrunnen mit Tränke,538416,
TRINKBRUNNENOGD.538417,POINT (16.386151607592826 48.18734235273268),Trinkbrunnen mit Tränke,538417,
TRINKBRUNNENOGD.538418,POINT (16.39614420090444 48.20799633399835),Trinkbrunnen mit Tränke,538418,
TRINKBRUNNENOGD.538419,POINT (16.396823704391707 48.20494503596536),Trinkbrunnen mit Tränke,538419,
TRINKBRUNNENOGD.538420,POINT (16.40791811458709 48.19922991915178),Trinkbrunnen mit Tränke,538420,
TRINKBRUNNENOGD.538421,POINT (16.400159456710814 48.22053492291835),Trinkbrunnen mit Tränke,538421,
TRINKBRUNNENOGD.538422,POINT (16.40037869981358 48.21965512024545),Hundetrinkbrunnen,538422,
TRINKBRUNNENOGD.538423,POINT (16.353739568011694 48.22162888747224),Trinkbrunnen mit Tränke,538423,
TRINKBRUNNENOGD.538424,POINT (16.479053475729984 48.24619752380383),Trinkbrunnen mit Tränke,538424,
TRINKBRUNNENOGD.538425,POINT (16.36535935762883 48.19165716807688),Trinkbrunnen mit Tränke,538425,
TRINKBRUNNENOGD.538426,POINT (16.36154090538419 48.18998497696787),Trinkbrunnen mit Tränke,538426,
TRINKBRUNNENOGD.538427,POINT (16.355262398326502 48.18129338176188),Trinkbrunnen mit Tränke,538427,
TRINKBRUNNENOGD.538428,POINT (16.36295115583214 48.1845449489183),Trinkbrunnen,538428,
TRINKBRUNNENOGD.538429,POINT (16.335157901100708 48.18772847069377),Trinkbrunnen mit Tränke,538429,
TRINKBRUNNENOGD.538430,POINT (16.333613620275166 48.18646841232101),Trinkbrunnen mit Tränke,538430,
TRINKBRUNNENOGD.538431,POINT (16.34236483219786 48.1878798598162),Trinkbrunnen mit Tränke,538431,
TRINKBRUNNENOGD.538432,POINT (16.348909891756854 48.180688106778334),Trinkbrunnen mit Tränke,538432,
TRINKBRUNNENOGD.538433,POINT (16.354673522747674 48.20609188097416),Trinkbrunnen mit Tränke,538433,
TRINKBRUNNENOGD.538434,POINT (16.355722964676055 48.20369838478354),Trinkbrunnen,538434,
TRINKBRUNNENOGD.538435,POINT (16.332708792612376 48.18926482610884),Trinkbrunnen mit Tränke,538435,
TRINKBRUNNENOGD.538436,POINT (16.41041764233439 48.17193812195433),Trinkbrunnen mit Tränke,538436,
TRINKBRUNNENOGD.538437,POINT (16.462212775205504 48.1571520631931),Trinkbrunnen mit Tränke,538437,
TRINKBRUNNENOGD.538438,POINT (16.412926700046224 48.1819961374746),Trinkbrunnen mit Tränke,538438,
TRINKBRUNNENOGD.538439,POINT (16.410768942473524 48.181307294607954),Trinkbrunnen mit Tränke,538439,
TRINKBRUNNENOGD.538440,POINT (16.381857691070206 48.23969220713799),Spielbrunnen,538440,
TRINKBRUNNENOGD.538441,POINT (16.387027898108574 48.23388795083455),Trinkbrunnen mit Tränke,538441,
TRINKBRUNNENOGD.538442,POINT (16.44320046238839 48.16117837308963),Trinkbrunnen,538442,
TRINKBRUNNENOGD.538443,POINT (16.442040866705234 48.16139084623036),Trinkbrunnen,538443,
TRINKBRUNNENOGD.538444,POINT (16.289435743905702 48.180081855159536),Trinkbrunnen,538444,
TRINKBRUNNENOGD.538445,POINT (16.41291661252314 48.181475863103486),Trinkbrunnen mit Tränke,538445,
TRINKBRUNNENOGD.538446,POINT (16.327463648927843 48.21011025141133),Hundetrinkbrunnen,538446,
TRINKBRUNNENOGD.538447,POINT (16.38264099208048 48.19971474765357),Trinkbrunnen mit Tränke,538447,
TRINKBRUNNENOGD.538448,POINT (16.387503494530026 48.20604699224082),Trinkbrunnen mit Tränke,538448,
TRINKBRUNNENOGD.538449,POINT (16.39071832673155 48.20452532715763),Trinkbrunnen,538449,
TRINKBRUNNENOGD.538450,POINT (16.393239301230174 48.201760772841595),Trinkbrunnen mit Tränke,538450,
TRINKBRUNNENOGD.538451,POINT (16.399032243984 48.194226374736246),Trinkbrunnen,538451,
TRINKBRUNNENOGD.538452,POINT (16.3678763328765 48.19302460051625),Trinkbrunnen mit Tränke,538452,
TRINKBRUNNENOGD.538453,POINT (16.36890428961395 48.19366322608814),Trinkbrunnen mit Tränke,538453,
TRINKBRUNNENOGD.538454,POINT (16.24862657911752 48.202838117505486),Trinkbrunnen mit Tränke,538454,
TRINKBRUNNENOGD.538455,POINT (16.367904682782267 48.18620403349083),Trinkbrunnen mit Tränke,538455,
TRINKBRUNNENOGD.538456,POINT (16.367710712762857 48.186973802515745),Trinkbrunnen mit Tränke,538456,
TRINKBRUNNENOGD.538457,POINT (16.363273948335987 48.18969770988073),Trinkbrunnen mit Tränke,538457,
TRINKBRUNNENOGD.538458,POINT (16.361988638435058 48.25220335334682),Trinkbrunnen,538458,
TRINKBRUNNENOGD.538459,POINT (16.25613906979933 48.20249008066775),Trinkbrunnen mit Tränke,538459,
TRINKBRUNNENOGD.538460,POINT (16.361164523449244 48.17458859812597),Trinkbrunnen mit Tränke,538460,
TRINKBRUNNENOGD.538461,POINT (16.37039989089071 48.19906766901479),Trinkbrunnen mit Tränke,538461,
TRINKBRUNNENOGD.538462,POINT (16.344566233385844 48.18793636698),Trinkbrunnen mit Tränke,538462,
TRINKBRUNNENOGD.538463,POINT (16.360126956323686 48.186575455559506),Trinkbrunnen mit Tränke,538463,
TRINKBRUNNENOGD.538464,POINT (16.3436887136164 48.193690485811075),Trinkbrunnen mit Tränke,538464,
TRINKBRUNNENOGD.538465,POINT (16.343921885357528 48.19381801434218),Trinkbrunnen,538465,
TRINKBRUNNENOGD.538466,POINT (16.342088980009635 48.19346778790647),Trinkbrunnen mit Tränke,538466,
TRINKBRUNNENOGD.538467,POINT (16.34238791552402 48.19410496879608),Trinkbrunnen mit Tränke,538467,
TRINKBRUNNENOGD.538468,POINT (16.394144752965364 48.17172823422938),Trinkbrunnen,538468,
TRINKBRUNNENOGD.538469,POINT (16.38269666577881 48.277200423748795),Trinkbrunnen,538469,
TRINKBRUNNENOGD.538470,POINT (16.417804691652343 48.1674390326221),Trinkbrunnen mit Tränke,538470,
TRINKBRUNNENOGD.538471,POINT (16.30227160095299 48.19241919196354),Trinkbrunnen mit Tränke,538471,
TRINKBRUNNENOGD.538472,POINT (16.386379031495697 48.172137974178675),Trinkbrunnen,538472,
TRINKBRUNNENOGD.538473,POINT (16.384403835560377 48.175931474270584),Trinkbrunnen mit Tränke,538473,
TRINKBRUNNENOGD.538474,POINT (16.379369452413894 48.17668208229013),Trinkbrunnen mit Tränke,538474,
TRINKBRUNNENOGD.538475,POINT (16.375347588134385 48.17844533714429),Trinkbrunnen mit Tränke,538475,
TRINKBRUNNENOGD.538476,POINT (16.417169806306973 48.18047149601255),Trinkbrunnen mit Tränke,538476,
TRINKBRUNNENOGD.538477,POINT (16.415263183983054 48.18101943714596),Trinkbrunnen mit Tränke,538477,
TRINKBRUNNENOGD.538478,POINT (16.377671146030313 48.17397986582243),Trinkbrunnen mit Tränke,538478,
TRINKBRUNNENOGD.538479,POINT (16.379028315852796 48.17374205756687),Trinkbrunnen mit Tränke,538479,
TRINKBRUNNENOGD.538480,POINT (16.38167791365964 48.16430673781114),Trinkbrunnen,538480,
TRINKBRUNNENOGD.538481,POINT (16.379582588919664 48.16562626408045),Trinkbrunnen mit Tränke,538481,
TRINKBRUNNENOGD.538482,POINT (16.413910301855367 48.17633894938706),Trinkbrunnen mit Tränke,538482,
TRINKBRUNNENOGD.538483,POINT (16.3601740055994 48.17682495572226),Trinkbrunnen,538483,
TRINKBRUNNENOGD.538484,POINT (16.471799203767933 48.16013993527598),Trinkbrunnen mit Tränke,538484,
TRINKBRUNNENOGD.538485,POINT (16.351686158966444 48.16559877131498),Trinkbrunnen mit Tränke,538485,
TRINKBRUNNENOGD.538486,POINT (16.351970412200988 48.16583860280155),Trinkbrunnen,538486,
TRINKBRUNNENOGD.538487,POINT (16.37337394423607 48.170067018214795),Trinkbrunnen,538487,
TRINKBRUNNENOGD.538488,POINT (16.36759125987492 48.16643242450694),Trinkbrunnen mit Tränke,538488,
TRINKBRUNNENOGD.538489,POINT (16.36871561649161 48.17809881747989),Trinkbrunnen mit Tränke,538489,
TRINKBRUNNENOGD.538490,POINT (16.35162988757262 48.15336331717165),Trinkbrunnen mit Tränke,538490,
TRINKBRUNNENOGD.538491,POINT (16.356423716360734 48.15327908942312),Trinkbrunnen mit Tränke,538491,
TRINKBRUNNENOGD.538492,POINT (16.39227028479222 48.140078381397736),Trinkbrunnen mit Tränke,538492,
TRINKBRUNNENOGD.538493,POINT (16.384593852698835 48.217985054777394),Spielbrunnen,538493,
TRINKBRUNNENOGD.538494,POINT (16.356510235367217 48.19410824144498),Trinkbrunnen,538494,
TRINKBRUNNENOGD.538495,POINT (16.356288598883072 48.19386863529171),Trinkbrunnen mit Tränke,538495,
TRINKBRUNNENOGD.538496,POINT (16.380964370309407 48.154396426885675),Trinkbrunnen,538496,
TRINKBRUNNENOGD.538497,POINT (16.394204592750736 48.15438298986079),Trinkbrunnen mit Tränke,538497,
TRINKBRUNNENOGD.538498,POINT (16.41530707023691 48.179277130253475),Trinkbrunnen,538498,
TRINKBRUNNENOGD.538499,POINT (16.384550450632382 48.15585141397047),Trinkbrunnen,538499,
TRINKBRUNNENOGD.538500,POINT (16.420787775771736 48.17950402038552),Trinkbrunnen mit Tränke,538500,
TRINKBRUNNENOGD.538501,POINT (16.387831758582568 48.15782977470155),Trinkbrunnen mit Tränke,538501,
TRINKBRUNNENOGD.538502,POINT (16.364805407754684 48.234860220944036),Trinkbrunnen mit Tränke,538502,
TRINKBRUNNENOGD.538503,POINT (16.276058705195318 48.19634041871173),Trinkbrunnen,538503,
TRINKBRUNNENOGD.538504,POINT (16.275336360520814 48.196858043983724),Trinkbrunnen mit Tränke,538504,
TRINKBRUNNENOGD.538505,POINT (16.274195932545485 48.197305545372764),Trinkbrunnen,538505,
TRINKBRUNNENOGD.538506,POINT (16.384248090518973 48.23889640921013),Trinkbrunnen mit Tränke,538506,
TRINKBRUNNENOGD.538510,POINT (16.425791527211707 48.16725034938612),Trinkbrunnen mit Tränke,538510,
TRINKBRUNNENOGD.538511,POINT (16.37352212559486 48.234221211537836),Trinkbrunnen,538511,
TRINKBRUNNENOGD.538512,POINT (16.376886486825324 48.2370922354854),Spielbrunnen,538512,
TRINKBRUNNENOGD.538513,POINT (16.378636076994116 48.24000600518917),Trinkbrunnen mit Tränke,538513,
TRINKBRUNNENOGD.538514,POINT (16.369326707096658 48.22645451008798),Trinkbrunnen mit Tränke,538514,
TRINKBRUNNENOGD.538515,POINT (16.36763547814964 48.23556890088667),Trinkbrunnen mit Tränke,538515,
TRINKBRUNNENOGD.538516,POINT (16.317260016672797 48.148649613246064),Trinkbrunnen,538516,
TRINKBRUNNENOGD.538517,POINT (16.37658549856031 48.23190191224943),Trinkbrunnen,538517,
TRINKBRUNNENOGD.538518,POINT (16.420117240690484 48.13217868213552),Trinkbrunnen mit Tränke,538518,
TRINKBRUNNENOGD.538519,POINT (16.368255894835453 48.24019275097479),Spielbrunnen,538519,
TRINKBRUNNENOGD.538520,POINT (16.363300164019602 48.23070766230279),Trinkbrunnen,538520,
TRINKBRUNNENOGD.538521,POINT (16.313847822896857 48.130896285855194),Trinkbrunnen mit Tränke,538521,
TRINKBRUNNENOGD.538522,POINT (16.269874383184764 48.15127206742004),Trinkbrunnen,538522,
TRINKBRUNNENOGD.538523,POINT (16.292012054120416 48.14814981596707),Trinkbrunnen mit Tränke,538523,
TRINKBRUNNENOGD.538524,POINT (16.321060519056584 48.21275062865428),Trinkbrunnen,538524,
TRINKBRUNNENOGD.538525,POINT (16.2915222132062 48.23371458329551),Trinkbrunnen,538525,
TRINKBRUNNENOGD.538526,POINT (16.244798620969505 48.207729643229996),Trinkbrunnen,538526,
TRINKBRUNNENOGD.538527,POINT (16.36441351733302 48.21778057986741),Trinkbrunnen mit Tränke,538527,
TRINKBRUNNENOGD.538528,POINT (16.31468117962156 48.206701142359734),Trinkbrunnen,538528,
TRINKBRUNNENOGD.538529,POINT (16.31429983501017 48.206420744435796),Trinkbrunnen,538529,
TRINKBRUNNENOGD.538530,POINT (16.315159671742872 48.206376871491635),Trinkbrunnen,538530,
TRINKBRUNNENOGD.538531,POINT (16.359642381251508 48.21590241493206),Trinkbrunnen mit Tränke,538531,
TRINKBRUNNENOGD.538532,POINT (16.48883583492906 48.21272932353992),Trinkbrunnen,538532,
TRINKBRUNNENOGD.538533,POINT (16.45161224414021 48.22424587301304),Trinkbrunnen,538533,
TRINKBRUNNENOGD.538534,POINT (16.45161224414021 48.22424587301304),Trinkbrunnen,538534,
TRINKBRUNNENOGD.538535,POINT (16.33559355025257 48.21329294258474),Trinkbrunnen,538535,
TRINKBRUNNENOGD.538536,POINT (16.33515266013092 48.21362862799617),Trinkbrunnen,538536,
TRINKBRUNNENOGD.538537,POINT (16.325815665080583 48.24468677817819),Trinkbrunnen,538537,
TRINKBRUNNENOGD.538538,POINT (16.316889545017194 48.221267873925534),Trinkbrunnen,538538,
TRINKBRUNNENOGD.538539,POINT (16.285849515131545 48.19644198581011),Trinkbrunnen,538539,
TRINKBRUNNENOGD.538540,POINT (16.31350225520396 48.200112872458945),Trinkbrunnen mit Tränke,538540,
TRINKBRUNNENOGD.538541,POINT (16.352061159937904 48.16938586701425),Trinkbrunnen,538541,
TRINKBRUNNENOGD.538542,POINT (16.3521835012002 48.20267012365575),Spielbrunnen,538542,
TRINKBRUNNENOGD.538543,POINT (16.346507916794124 48.20456301336059),Trinkbrunnen mit Tränke,538543,
TRINKBRUNNENOGD.538544,POINT (16.33852879204285 48.2014259727727),Trinkbrunnen,538544,
TRINKBRUNNENOGD.538545,POINT (16.340660640858403 48.2076152016557),Trinkbrunnen,538545,
TRINKBRUNNENOGD.538546,POINT (16.347333796425993 48.19889547636617),Trinkbrunnen,538546,
TRINKBRUNNENOGD.538547,POINT (16.34534635124571 48.20883785818841),Trinkbrunnen,538547,
TRINKBRUNNENOGD.538548,POINT (16.358708910976215 48.22346105697215),Trinkbrunnen mit Tränke,538548,
TRINKBRUNNENOGD.538507,POINT (16.466199996002235 48.151760646652185),Trinkbrunnen mit Tränke,538507,
TRINKBRUNNENOGD.538508,POINT (16.367949218624403 48.234924065876285),Spielbrunnen,538508,
TRINKBRUNNENOGD.538509,POINT (16.429057438450915 48.1651945148396),Trinkbrunnen mit Tränke,538509,
TRINKBRUNNENOGD.538549,POINT (16.353315745124238 48.21602076403425),Trinkbrunnen,538549,
TRINKBRUNNENOGD.538550,POINT (16.352525101663023 48.2297288425129),Trinkbrunnen,538550,
TRINKBRUNNENOGD.538551,POINT (16.41516492809119 48.2914334776787),Trinkbrunnen,538551,
TRINKBRUNNENOGD.538552,POINT (16.319376809653313 48.158767311007225),Trinkbrunnen,538552,
TRINKBRUNNENOGD.538553,POINT (16.42165761532889 48.28013859189132),Trinkbrunnen,538553,
TRINKBRUNNENOGD.538554,POINT (16.448775798538428 48.269252205115386),Trinkbrunnen,538554,
TRINKBRUNNENOGD.538555,POINT (16.450026870762642 48.27041777395096),Trinkbrunnen,538555,
TRINKBRUNNENOGD.538556,POINT (16.45485873098985 48.27019944613227),Trinkbrunnen,538556,
TRINKBRUNNENOGD.538557,POINT (16.41243289220904 48.27760095033665),Trinkbrunnen,538557,
TRINKBRUNNENOGD.538558,POINT (16.53476307847032 48.2292515002115),Trinkbrunnen mit Tränke,538558,
TRINKBRUNNENOGD.538559,POINT (16.389209727041298 48.29539139957455),Trinkbrunnen,538559,
TRINKBRUNNENOGD.538560,POINT (16.318509248220597 48.24554860836681),Trinkbrunnen mit Tränke,538560,
TRINKBRUNNENOGD.538561,POINT (16.312903988463045 48.24998691326899),Trinkbrunnen mit Tränke,538561,
TRINKBRUNNENOGD.538562,POINT (16.357713196159594 48.24326475827576),Trinkbrunnen mit Tränke,538562,
TRINKBRUNNENOGD.538563,POINT (16.344010474090627 48.24561210449646),Trinkbrunnen,538563,
TRINKBRUNNENOGD.538564,POINT (16.341368893791984 48.253405432637635),Trinkbrunnen,538564,
TRINKBRUNNENOGD.538565,POINT (16.33720169134449 48.25067785924503),Trinkbrunnen,538565,
TRINKBRUNNENOGD.538566,POINT (16.320495080806396 48.241009077101225),Trinkbrunnen mit Tränke,538566,
TRINKBRUNNENOGD.538567,POINT (16.40584910461515 48.204894084278656),Trinkbrunnen mit Tränke,538567,
TRINKBRUNNENOGD.538568,POINT (16.405859333000045 48.206162106804236),Trinkbrunnen,538568,
TRINKBRUNNENOGD.538569,POINT (16.362099448939215 48.256616433533445),Trinkbrunnen mit Tränke,538569,
TRINKBRUNNENOGD.538570,POINT (16.3533273811126 48.258351088841835),Trinkbrunnen mit Tränke,538570,
TRINKBRUNNENOGD.538571,POINT (16.366707032410783 48.25391233752436),Trinkbrunnen,538571,
TRINKBRUNNENOGD.538572,POINT (16.407373713269276 48.255295915762694),Trinkbrunnen,538572,
TRINKBRUNNENOGD.538573,POINT (16.399363388250443 48.26151154582127),Trinkbrunnen,538573,
TRINKBRUNNENOGD.538574,POINT (16.342625090580327 48.220792405221154),Trinkbrunnen mit Tränke,538574,
TRINKBRUNNENOGD.538575,POINT (16.33138227263702 48.23463280506239),Trinkbrunnen mit Tränke,538575,
TRINKBRUNNENOGD.538576,POINT (16.333720042590652 48.23424887739913),Trinkbrunnen,538576,
TRINKBRUNNENOGD.538577,POINT (16.336474604499383 48.23467897806456),Trinkbrunnen,538577,
TRINKBRUNNENOGD.538578,POINT (16.402624128760166 48.25086915213185),Trinkbrunnen,538578,
TRINKBRUNNENOGD.538579,POINT (16.40099997603866 48.21313675457972),Trinkbrunnen,538579,
TRINKBRUNNENOGD.538580,POINT (16.322106065087212 48.21874529304009),Trinkbrunnen mit Tränke,538580,
TRINKBRUNNENOGD.538581,POINT (16.421593053110623 48.25443461486457),Trinkbrunnen,538581,
TRINKBRUNNENOGD.538582,POINT (16.33179634020855 48.2106374016502),Trinkbrunnen,538582,
TRINKBRUNNENOGD.538583,POINT (16.28606698627955 48.207921596968625),Trinkbrunnen mit Tränke,538583,
TRINKBRUNNENOGD.538584,POINT (16.33282489359402 48.21357183664729),Trinkbrunnen,538584,
TRINKBRUNNENOGD.538585,POINT (16.33411044935128 48.20598419193358),Trinkbrunnen mit Tränke,538585,
TRINKBRUNNENOGD.538586,POINT (16.334159998396597 48.205726248550526),Trinkbrunnen,538586,
TRINKBRUNNENOGD.538587,POINT (16.33341555407174 48.20876871523401),Trinkbrunnen,538587,
TRINKBRUNNENOGD.538588,POINT (16.44168398247973 48.192563490637184),Trinkbrunnen,538588,
TRINKBRUNNENOGD.538589,POINT (16.318356761512028 48.188913880305506),Trinkbrunnen mit Tränke,538589,
TRINKBRUNNENOGD.538590,POINT (16.47668811599204 48.214159077524535),Trinkbrunnen mit Tränke,538590,
TRINKBRUNNENOGD.538591,POINT (16.309647751035634 48.212709193030896),Trinkbrunnen mit Tränke,538591,
TRINKBRUNNENOGD.538592,POINT (16.309339982234718 48.21276084255946),Trinkbrunnen mit Tränke,538592,
TRINKBRUNNENOGD.538593,POINT (16.3131426469112 48.20916352165886),Trinkbrunnen mit Tränke,538593,
TRINKBRUNNENOGD.538594,POINT (16.312566825824675 48.21561565468225),Trinkbrunnen,538594,
TRINKBRUNNENOGD.538595,POINT (16.307540668622888 48.215827579753714),Trinkbrunnen mit Tränke,538595,
TRINKBRUNNENOGD.538596,POINT (16.372726585834386 48.235436803953284),Trinkbrunnen mit Tränke,538596,
TRINKBRUNNENOGD.538597,POINT (16.325835663707466 48.18703692438767),Trinkbrunnen,538597,
TRINKBRUNNENOGD.538598,POINT (16.363280828236167 48.19642373216894),Trinkbrunnen mit Tränke,538598,
TRINKBRUNNENOGD.538599,POINT (16.345721660670787 48.20057101955573),Trinkbrunnen mit Tränke,538599,
TRINKBRUNNENOGD.538600,POINT (16.398340145393863 48.14689816540927),Trinkbrunnen,538600,
TRINKBRUNNENOGD.538601,POINT (16.400889515610924 48.14799919239924),Trinkbrunnen mit Tränke,538601,
TRINKBRUNNENOGD.538602,POINT (16.39899863685725 48.15025609286673),Trinkbrunnen mit Tränke,538602,
TRINKBRUNNENOGD.538603,POINT (16.39901984290479 48.15088692842246),Trinkbrunnen mit Tränke,538603,
TRINKBRUNNENOGD.538604,POINT (16.401457922996798 48.15061826367499),Trinkbrunnen mit Tränke,538604,
TRINKBRUNNENOGD.538605,POINT (16.40683966605696 48.14556370919217),Trinkbrunnen mit Tränke,538605,
TRINKBRUNNENOGD.538606,POINT (16.326058435623935 48.1885859154258),Trinkbrunnen mit Tränke,538606,
TRINKBRUNNENOGD.538607,POINT (16.33763896526991 48.19351946020116),Trinkbrunnen,538607,
TRINKBRUNNENOGD.538608,POINT (16.313036851041147 48.22031106695876),Trinkbrunnen,538608,
TRINKBRUNNENOGD.538609,POINT (16.319233105557814 48.2104044386332),Trinkbrunnen,538609,
TRINKBRUNNENOGD.538610,POINT (16.315417634930828 48.20414379951945),Trinkbrunnen,538610,
TRINKBRUNNENOGD.538611,POINT (16.526103997067402 48.21450904566454),Trinkbrunnen mit Tränke,538611,
TRINKBRUNNENOGD.538612,POINT (16.287505551143767 48.16782604098769),Trinkbrunnen,538612,
TRINKBRUNNENOGD.538613,POINT (16.441610572020558 48.15609129784969),Trinkbrunnen,538613,
TRINKBRUNNENOGD.538614,POINT (16.47997290033075 48.2415956456854),Trinkbrunnen mit Tränke,538614,
TRINKBRUNNENOGD.538615,POINT (16.30583535692576 48.197837444364225),Trinkbrunnen mit Tränke,538615,
TRINKBRUNNENOGD.538616,POINT (16.315252333516348 48.191284405705474),Trinkbrunnen mit Tränke,538616,
TRINKBRUNNENOGD.538617,POINT (16.39217182593784 48.2630527333218),Trinkbrunnen mit Tränke,538617,
TRINKBRUNNENOGD.538618,POINT (16.291961911709503 48.163363300575085),Trinkbrunnen,538618,
TRINKBRUNNENOGD.538619,POINT (16.405721926687498 48.27657907668249),Trinkbrunnen mit Tränke,538619,
TRINKBRUNNENOGD.538620,POINT (16.390199169873167 48.235977466215736),Trinkbrunnen,538620,
TRINKBRUNNENOGD.538621,POINT (16.343973541366996 48.21393881261693),Trinkbrunnen,538621,
TRINKBRUNNENOGD.538622,POINT (16.394059250515618 48.218935398956575),Trinkbrunnen mit Tränke,538622,
TRINKBRUNNENOGD.538623,POINT (16.396184996685896 48.21971755886228),Trinkbrunnen,538623,
TRINKBRUNNENOGD.538624,POINT (16.424761634629498 48.157399144135375),Trinkbrunnen,538624,
TRINKBRUNNENOGD.538625,POINT (16.390497779190277 48.14247108176746),Trinkbrunnen,538625,
TRINKBRUNNENOGD.538626,POINT (16.41463227862987 48.21478373117615),Trinkbrunnen mit Tränke,538626,
TRINKBRUNNENOGD.538627,POINT (16.30926232611743 48.24124704979156),Trinkbrunnen,538627,
TRINKBRUNNENOGD.538628,POINT (16.38848751021488 48.25717332322341),Trinkbrunnen mit Tränke,538628,
TRINKBRUNNENOGD.538629,POINT (16.337882083013497 48.20037840882655),Trinkbrunnen mit Tränke,538629,
TRINKBRUNNENOGD.538630,POINT (16.367261822170885 48.22338146761232),Trinkbrunnen mit Tränke,538630,
TRINKBRUNNENOGD.538631,POINT (16.36752474263065 48.223652863258025),Trinkbrunnen mit Tränke,538631,
TRINKBRUNNENOGD.538635,POINT (16.31887765011269 48.188856354213286),Trinkbrunnen mit Tränke,538635,
TRINKBRUNNENOGD.538636,POINT (16.26837226131009 48.18236817847921),Trinkbrunnen mit Tränke,538636,
TRINKBRUNNENOGD.538637,POINT (16.339592729416825 48.25704827534404),Trinkbrunnen mit Tränke,538637,
TRINKBRUNNENOGD.538638,POINT (16.33582094504264 48.22829282724964),Trinkbrunnen mit Tränke,538638,
TRINKBRUNNENOGD.538639,POINT (16.347777063163512 48.249679446237316),Trinkbrunnen,538639,
TRINKBRUNNENOGD.538640,POINT (16.257540438530523 48.16598724208697),Trinkbrunnen,538640,
TRINKBRUNNENOGD.538641,POINT (16.40331706364987 48.18771961860221),Trinkbrunnen,538641,
TRINKBRUNNENOGD.538642,POINT (16.346017117765978 48.22373124208129),Trinkbrunnen,538642,
TRINKBRUNNENOGD.538643,POINT (16.38890890276312 48.20244396145646),Trinkbrunnen,538643,
TRINKBRUNNENOGD.538644,POINT (16.304709155861687 48.21411986775728),Trinkbrunnen mit Tränke,538644,
TRINKBRUNNENOGD.538645,POINT (16.40737063902645 48.246847226011546),Trinkbrunnen,538645,
TRINKBRUNNENOGD.538646,POINT (16.387382170798922 48.26261053796606),Trinkbrunnen,538646,
